node,degree,betweenness,closeness,eigenvector
424,0.20019920318725098,0.005503382823536633,0.395147485396847,0.08606990045556179
301,0.20019920318725098,0.011379787356608823,0.4029745364281171,0.0737988518298491
6,0.199203187250996,0.012634186064262387,0.3900962101622563,0.054349286196972386
169,0.19820717131474103,0.003954321040834162,0.39237614125613274,0.10099330056644869
280,0.19621513944223107,0.006986627134036533,0.3979582558916675,0.09655541978920254
252,0.19223107569721115,0.004475014263650777,0.37464038933551513,0.07597797881764477
165,0.1902390438247012,0.006024167966114853,0.38297522971434284,0.08259244269643838
405,0.1902390438247012,0.008279057662938773,0.3937569370611396,0.08348024758949771
81,0.17828685258964144,0.005359051800026723,0.3977224986310682,0.09506659758030794
84,0.1752988047808765,0.008106048468921413,0.35920576655390213,0.038688159058973305
44,0.17231075697211154,0.011807492994911286,0.38784262142648357,0.07598362396107178
494,0.17231075697211154,0.00580464865536987,0.3842905424666532,0.06328094709032565
28,0.17131474103585656,0.00548144894212504,0.3932955932567329,0.09620995093489883
256,0.16733067729083664,0.002838960532926479,0.4061437251598567,0.11673839292003729
303,0.16733067729083664,0.0043237625784259565,0.3849515927117219,0.08579343295562271
170,0.16633466135458166,0.0058862703167646534,0.38232094401437533,0.07767346632990102
411,0.16633466135458166,0.008491741767996263,0.3725613638675045,0.05883913137426487
17,0.1643426294820717,0.0048064130837952735,0.3617217552204973,0.04791940624972312
133,0.16334661354581673,0.004686569600485975,0.38363175867956745,0.06864026885761444
473,0.16334661354581673,0.005519343377471875,0.3851724484734613,0.060982764479014906
366,0.16235059760956175,0.005015918803192662,0.3912328541312605,0.0718753766447415
340,0.16135458167330677,0.007198672654265057,0.3919180255045202,0.0851862600816467
419,0.1603585657370518,0.004463648014560342,0.3849515927117219,0.06994623188221995
4,0.1603585657370518,0.005195588745164643,0.3703009253663779,0.06358231397200803
329,0.1593625498007968,0.004589471054345498,0.3851724484734613,0.08545518350648564
2,0.15836653386454183,0.005809963087690161,0.36746337038272747,0.05434567094225615
74,0.1553784860557769,0.005409821342376095,0.3738060009405585,0.05194571477239282
232,0.15338645418326693,0.007572667470009262,0.374222730038597,0.03911828948795834
438,0.15239043824701196,0.0037615430895825497,0.37568862769403644,0.06023705448365482
546,0.14641434262948208,0.0071545605109958775,0.3896433997035654,0.06280825858694256
215,0.1454183266932271,0.006396607037113914,0.3795113497395382,0.057162384842384555
498,0.14442231075697212,0.008340861165414118,0.37276822747875793,0.02935032400438439
113,0.14342629482071712,0.004611977181231954,0.37674274842269534,0.05883963626177363
172,0.14143426294820716,0.0029514377033624762,0.3795113497395382,0.06156800064531759
493,0.14143426294820716,0.00510597316946291,0.37464038933551513,0.06992092817906789
285,0.14143426294820716,0.00421812814315483,0.3733901989372876,0.062391401297840855
137,0.14143426294820716,0.004349609894768019,0.3719421483042898,0.0711106168467711
932,0.13844621513944222,0.0015687180014866684,0.37886883616774436,0.05295986191020065
210,0.13844621513944222,0.002307210147044371,0.3838511021665198,0.08183844502826455
393,0.13844621513944222,0.0046763796814447275,0.3690794819622007,0.053542059678027824
41,0.13745019920318724,0.0030300947187469223,0.3790827654936438,0.06273177345583011
371,0.13745019920318724,0.0020866382161062818,0.38275688579774403,0.07652933326063018
209,0.13645418326693226,0.0040328133974957886,0.37050528570046526,0.055766336988902064
180,0.13545816733067728,0.005699309329917922,0.36968919476279904,0.04922729900523443
404,0.13545816733067728,0.005434935264782965,0.3676646099064858,0.05443387233344729
116,0.1344621513944223,0.002251915306219945,0.3717362002708987,0.05885859990020603
367,0.13346613545816732,0.0020213976077157253,0.3748495687823803,0.07838236353135311
141,0.13247011952191234,0.0069571656361344875,0.37359798424554425,0.03698583136318076
11,0.13147410358565736,0.005079904996539893,0.36016930133543085,0.03363196073801985
269,0.13047808764940239,0.005828167009981129,0.3703009253663779,0.058263534490997436
184,0.13047808764940239,0.004186860503498457,0.38319382288198806,0.06860410207248942
295,0.13047808764940239,0.005008576588952545,0.3578654465294473,0.03885471868346467
290,0.13047808764940239,0.007096726573449755,0.382103345298374,0.06592639797289944
23,0.1294820717131474,0.0029569832741310497,0.36948573345583,0.061908094642288865
173,0.12749003984063745,0.0037353414433309792,0.3765314513119703,0.05920666439763641
14,0.1254980079681275,0.0033574676801420293,0.363091172357622,0.034736287557647696
93,0.12450199203187251,0.0032114656399177687,0.3609438589727113,0.03878271953504623
440,0.12450199203187251,0.005164003857146973,0.375898979669229,0.037493912663655565
474,0.12350597609561753,0.003071084422305576,0.3690794819622007,0.059772012404278665
174,0.12151394422310757,0.0028694059868402642,0.363091172357622,0.05748870059610893
859,0.12151394422310757,0.0018543455405111212,0.3559679627196411,0.055311859189693696
65,0.12151394422310757,0.005845099692772577,0.3609438589727113,0.02939186586072561
412,0.12151394422310757,0.003712469881395381,0.34893741044139454,0.04347696369599089
157,0.12151394422310757,0.0032847542255966837,0.34839417627879765,0.025466348090193217
168,0.12151394422310757,0.002739154790569396,0.37359798424554425,0.048897941924594526
450,0.11852589641434262,0.003452093787995029,0.3664604681709842,0.04645106508125903
19,0.11752988047808764,0.0041991844238619454,0.36806775092612015,0.04554523184305217
80,0.11653386454183266,0.002856882474940475,0.3676646099064858,0.059030964348742165
3,0.11553784860557768,0.0015259853908339241,0.35939806086147913,0.05474926443021367
155,0.11553784860557768,0.003095836321766398,0.37568862769403644,0.04924728817271501
61,0.11553784860557768,0.004743270496417614,0.35805630810092964,0.026821765515570216
20,0.11553784860557768,0.00356069815052802,0.37132498765997957,0.05042341193008915
549,0.11553784860557768,0.003190799936461811,0.34839417627879765,0.029229002651537935
271,0.1145418326693227,0.003117955409572283,0.35748433316786105,0.04464773393473242
46,0.1145418326693227,0.002171563043375194,0.36968919476279904,0.06322391390614676
42,0.1145418326693227,0.0010905842032282412,0.3698928802695554,0.05157167512567792
16,0.1145418326693227,0.0011329826695979635,0.37568862769403644,0.06632329457187702
495,0.11354581673306773,0.003913347963819448,0.36686097141488694,0.05859112683605362
7,0.11354581673306773,0.002955948068233608,0.33992687477936356,0.021764044805944648
167,0.11155378486055777,0.0015178444939590746,0.34183074220429893,0.029039071660298676
57,0.11155378486055777,0.0018797339394578151,0.34481539686144996,0.038620168898563054
409,0.11155378486055777,0.002548117508765728,0.34410844576588573,0.019293090993526045
254,0.10956175298804781,0.0008097640220568549,0.3458812868053803,0.02924578754988612
30,0.10956175298804781,0.0021719117330587,0.3646689721288664,0.052347655646611854
362,0.10856573705179283,0.0021092208629339636,0.38319382288198806,0.05969793015083338
375,0.10856573705179283,0.0036714395458638522,0.36746337038272747,0.04828677899847445
51,0.10756972111553785,0.00299494535176815,0.37153048018220425,0.0462497327047622
89,0.10756972111553785,0.002624023116818721,0.3648671617876321,0.04819779679757833
152,0.10756972111553785,0.0015392882338493852,0.3723547297222646,0.06288881949676749
300,0.10756972111553785,0.002190436131204822,0.3569141827162377,0.03790577847641867
132,0.10756972111553785,0.001477371314712019,0.3660608384347018,0.05882453806358793
342,0.10756972111553785,0.002377022907218294,0.3453475193874707,0.025249031027628547
459,0.10657370517928287,0.00321062672880459,0.3676646099064858,0.04361569812446632
856,0.10657370517928287,0.002883458416576612,0.3603626289260564,0.04490463646322072
145,0.10557768924302789,0.0027956385322191273,0.3723547297222646,0.052505093634617445
417,0.10557768924302789,0.002349717221926615,0.3569141827162377,0.03982669844828319
231,0.10458167330677291,0.0059993900873263626,0.34078963334479345,0.02379570739777774
305,0.10358565737051792,0.000962691114876101,0.3402714534664182,0.03653282816678964
518,0.10358565737051792,0.0010228625264051472,0.374222730038597,0.06823193819453946
971,0.10159362549800796,0.003220096162867151,0.27707617733769835,0.007624942022099367
455,0.10159362549800796,0.0012665096446640052,0.33685678760122584,0.03206292345886401
222,0.10059760956175298,0.0013711166540562006,0.36447099765974106,0.047012871579283105
191,0.10059760956175298,0.007192355367850817,0.3586301162869888,0.031987273824438035
486,0.10059760956175298,0.0013938397019847284,0.3578654465294473,0.038550988653214706
263,0.10059760956175298,0.002136184347014273,0.3588217945960679,0.04379170505658377
506,0.099601593625498,0.004912098475385619,0.36133238842262816,0.03493312698960124
281,0.099601593625498,0.000736911050132087,0.3557793204500493,0.04583529418369189
69,0.09860557768924302,0.003353745525349836,0.3478526309270689,0.032746539804567584
40,0.09860557768924302,0.0014083297964599228,0.33821439682077736,0.027428384868743164
338,0.09760956175298804,0.0009407497830729539,0.35748433316786105,0.05141876499507862
206,0.09661354581673307,0.0024144212538895217,0.35297348984713095,0.028370124953547207
181,0.09661354581673307,0.0018330244188519082,0.34481539686144996,0.025509030051055787
189,0.09661354581673307,0.0034988612053195754,0.36368124468539714,0.04121258124974458
233,0.09661354581673307,0.0010652556154416494,0.3588217945960679,0.04948432005268488
221,0.09661354581673307,0.001331403247882122,0.36055616417252584,0.04604088247602154
812,0.09661354581673307,0.0026700995292731353,0.3471331839137762,0.03638230238201387
426,0.09561752988047809,0.002120314649087093,0.36447099765974106,0.04141711005876376
218,0.0946215139442231,0.0015482417921791197,0.3565350917096352,0.03336056019338663
35,0.0946215139442231,0.0016579602051547443,0.36506556698708165,0.04775146563123198
48,0.0946215139442231,0.0019177338040683807,0.33022901017670586,0.026402153059266475
27,0.09362549800796813,0.0018199660739655174,0.3464167067539954,0.0339697847163824
520,0.09362549800796813,0.0015211499198440055,0.348575066297634,0.03698430492634299
318,0.09362549800796813,0.0009501111763758153,0.3625030117112544,0.04497666754072796
12,0.09362549800796813,0.004528243989941226,0.3554026350922409,0.031383414803034616
131,0.09362549800796813,0.000888294453015763,0.35465165223943107,0.04779335051479758
526,0.09262948207171315,0.0019753335405170843,0.36269885342476665,0.036044028718380965
162,0.09262948207171315,0.0015939788501122304,0.36968919476279904,0.04507304425659383
226,0.09262948207171315,0.0012574477232949284,0.3623073813757383,0.042762217087075775
29,0.09163346613545817,0.0012768497153847168,0.35824737336672524,0.03737255315184883
201,0.09163346613545817,0.0010110827197589108,0.3621119620761829,0.03969385002569763
427,0.09163346613545817,0.0010280179606252887,0.35978326778630393,0.050586870979428086
365,0.08964143426294821,0.0005180235527697298,0.39607998683731155,0.08380512229408171
60,0.08864541832669323,0.0011060656048689336,0.32511165989793855,0.01858129218542543
255,0.08864541832669323,0.0010987813048742377,0.3609438589727113,0.052093458257262804
351,0.08864541832669323,0.001212761434298888,0.35334504088907526,0.034083941931831785
296,0.08864541832669323,0.0007091488413869775,0.3709146838062117,0.05749896420773128
59,0.08764940239043825,0.0008965673808674853,0.3330136794093468,0.029990689224697713
408,0.08764940239043825,0.001599903960781842,0.3336757344379936,0.03011410103652017
615,0.08764940239043825,0.0018890169560782937,0.35559087801337025,0.032218902964002684
54,0.08764940239043825,0.0004487101377269994,0.33787396964732913,0.033161714511339035
321,0.08764940239043825,0.003018937125067468,0.34130939384303155,0.01825447344251425
187,0.08764940239043825,0.00048515954880063827,0.35939806086147913,0.04904668891462596
339,0.08665338645418326,0.0007982054197451326,0.33872632577661105,0.029297653381926844
243,0.08565737051792828,0.0018367273530450247,0.3434043875648302,0.037227249357207594
358,0.08565737051792828,0.0012061325219920138,0.3230777563470852,0.014800811113643743
179,0.08565737051792828,0.002020175682398082,0.35094384615224417,0.03219849092712452
223,0.08565737051792828,0.0009695469518471047,0.3572940807287084,0.0341178357960473
18,0.08565737051792828,0.002278272508971069,0.35978326778630393,0.036486452755396095
509,0.0846613545816733,0.003983983497662855,0.3496643633798141,0.037126529853278585
443,0.0846613545816733,0.003728330374923256,0.324954297042228,0.02591660191328728
809,0.0846613545816733,0.0010221024845313163,0.34044400491340926,0.03202693762182355
379,0.08366533864541832,0.0023823959248350786,0.34358013187781117,0.021043089032170885
214,0.08366533864541832,0.001024102505437951,0.3623073813757383,0.03887046443573734
143,0.08366533864541832,0.0008686834816309568,0.3576747883267145,0.039548412896177124
177,0.08266932270916334,0.0027501278403015217,0.3390684735804258,0.017902498839810835
363,0.08266932270916334,0.0005199721161035342,0.3565350917096352,0.047349288251795026
430,0.08266932270916334,0.0025833604823783793,0.36686097141488694,0.03588302650048452
245,0.08167330677290836,0.0008517399684983995,0.35149506685300685,0.04152554491693452
147,0.08167330677290836,0.00034428558516509254,0.35672453649800373,0.04306729552913953
47,0.08167330677290836,0.0008368947350686399,0.3557793204500493,0.03292099369920732
355,0.08167330677290836,0.0003161403220131113,0.36055616417252584,0.05705363459702907
199,0.08067729083665338,0.0011577825395283508,0.3471331839137762,0.028205739684155174
258,0.08067729083665338,0.0035598473195984593,0.34113596427298937,0.028666205353929747
236,0.08067729083665338,0.0007171535674739082,0.3603626289260564,0.04971344188335787
158,0.08067729083665338,0.0012944505153234325,0.3480329588850405,0.03797592407181771
320,0.0796812749003984,0.0016189559693179925,0.3446383869041289,0.022799632004222997
31,0.0796812749003984,0.0004385564337422742,0.340962710862998,0.03458657599779288
15,0.0796812749003984,0.002176961909860337,0.3496643633798141,0.030862929823515548
357,0.0796812749003984,0.0006117533416170089,0.35297348984713095,0.04341816428768485
685,0.0796812749003984,0.0004498992366473317,0.32797048250573674,0.02547595587753086
213,0.07868525896414343,0.0014072510053734074,0.3143050457346644,0.011017021474960705
163,0.07868525896414343,0.001551383209383984,0.3599761810666183,0.04325111216172064
560,0.07868525896414343,0.003149511342370895,0.33787396964732913,0.018901222546168082
466,0.07768924302788845,0.003379337130025205,0.33975484700872627,0.015140177655413051
499,0.07768924302788845,0.001336173332971978,0.3115339107606696,0.010383929859991377
56,0.07768924302788845,0.0003466715107247475,0.3289346289511235,0.028154569044702947
460,0.07768924302788845,0.0008580231746451485,0.3569141827162377,0.03808335069463118
458,0.07768924302788845,0.0013976612860022886,0.36506556698708165,0.039300722962958425
278,0.07768924302788845,0.0009279530492202083,0.35843864265309294,0.03690905231880335
376,0.07768924302788845,0.0023276019836226958,0.34044400491340926,0.020578950642260486
164,0.07768924302788845,0.0018309470230704348,0.33958299326719427,0.02671158941508423
531,0.07669322709163347,0.0007622852628140263,0.35260271937460247,0.04915999404010881
272,0.07669322709163347,0.0017103062248061821,0.3423536857160852,0.023989108080462285
361,0.07669322709163347,0.000367860645344455,0.3449925887406182,0.034324366477504975
368,0.07669322709163347,0.0017053441983209568,0.3559679627196411,0.028048601732331233
314,0.07669322709163347,0.0011007418087695842,0.348575066297634,0.031819387895941305
481,0.07669322709163347,0.0008634786681036975,0.34130939384303155,0.031094985087037376
68,0.07669322709163347,0.0005683141988119506,0.3539038364202652,0.042839825853554336
464,0.07569721115537849,0.0016706964327382473,0.3621119620761829,0.04099306388196561
356,0.07470119521912351,0.00046798157691928114,0.3569141827162377,0.05038898411191195
95,0.07470119521912351,0.0015074878770997301,0.3458812868053803,0.023615114168696646
234,0.07470119521912351,0.0013250947376629973,0.3465955486263516,0.029940377743226984
10,0.07470119521912351,0.0011768217706920802,0.36016930133543085,0.03378143870617844
92,0.07470119521912351,0.002632512592866353,0.3557793204500493,0.023562734668480894
45,0.07370517928286853,0.0015682358791597197,0.34044400491340926,0.030163124044515977
441,0.07370517928286853,0.0013257390194125222,0.35521459136996986,0.03667295271671211
513,0.07370517928286853,0.0010113561136702676,0.3569141827162377,0.03518916747365328
103,0.07370517928286853,0.0006953926471673315,0.34875614425415224,0.023891201770566885
286,0.07370517928286853,0.0003366880453642992,0.343756056164487,0.03673047716975821
194,0.07370517928286853,0.0004393444447507428,0.3400990768435882,0.030761990135799614
284,0.07270916334661355,0.0009136982061696886,0.3480329588850405,0.02356979350615902
238,0.07270916334661355,0.0024227792447434953,0.34930050868326906,0.021089957618147987
482,0.07270916334661355,0.0013661131003379183,0.3446383869041289,0.021762177902403014
661,0.07270916334661355,0.0014420478065487402,0.3338416597161825,0.023222799685666907
963,0.07171314741035856,0.0010000095246732734,0.34446155858863164,0.02965938678900178
612,0.07171314741035856,0.001167346656233616,0.3559679627196411,0.04021580433114647
261,0.07171314741035856,0.0007528633113371611,0.35409049456183705,0.03733399222295522
100,0.07171314741035856,0.002414155846381679,0.34893741044139454,0.02293156326663935
108,0.07171314741035856,0.002500338451194698,0.34130939384303155,0.023874860239389718
154,0.07171314741035856,0.0004564319064231203,0.36626054429309496,0.041937405543474394
401,0.07071713147410358,0.0024409911298262986,0.34287823171054294,0.030382762386149998
390,0.07071713147410358,0.000613830433286686,0.32861261756693244,0.014399011306382565
151,0.07071713147410358,0.000611706908855775,0.34044400491340926,0.03260408511149694
0,0.07071713147410358,0.0015379486160766536,0.3400990768435882,0.017773260921802845
306,0.0697211155378486,0.004763463000669386,0.35521459136996986,0.026036024070906705
182,0.0697211155378486,0.000654484872596629,0.3035061381958603,0.009404588687916986
55,0.06872509960159362,0.0011731330431654125,0.33992687477936356,0.027619949227877895
153,0.06872509960159362,0.00034250584272191986,0.34481539686144996,0.03335422565310753
422,0.06872509960159362,0.0005918480582217179,0.35353110989428277,0.0340021137887455
94,0.06872509960159362,0.000621612883604179,0.34044400491340926,0.019640777831551926
309,0.06772908366533864,0.0007518675472048436,0.3340077500941508,0.015104215623744713
38,0.06772908366533864,0.0015391850402530763,0.32370085713078256,0.018841518331135277
79,0.06772908366533864,0.0012212034582221535,0.35805630810092964,0.03457964984143132
448,0.06673306772908366,0.0010808312110341266,0.3331789467440412,0.02000607287387853
504,0.06673306772908366,0.001156537158526921,0.33787396964732913,0.017112213606087858
124,0.06573705179282868,0.0018052396892097697,0.3308800284323524,0.0192117741223913
483,0.06573705179282868,0.001112876764197112,0.34481539686144996,0.021964140129419073
480,0.06573705179282868,0.00044710135652001977,0.3522327270142933,0.031886828245775704
423,0.06573705179282868,0.0005957484364296589,0.3439321607014565,0.023182580408831095
337,0.0647410358565737,0.00044823718666119235,0.3494823413270396,0.03370389757430661
452,0.0647410358565737,0.001395818462155621,0.3206091583998295,0.010972826368642543
159,0.0647410358565737,0.0010220908381439143,0.34911886515301255,0.030642238879230618
171,0.0647410358565737,0.0004612590231714218,0.3421791935215306,0.02779688108749345
265,0.0647410358565737,0.0006355457433112842,0.31009495505276813,0.009507399403687831
593,0.06374501992031872,0.0008544306457570607,0.3446383869041289,0.022602615211051884
515,0.06374501992031872,0.0010573321785695053,0.3464167067539954,0.023540814473604246
139,0.06374501992031872,0.0010417321062292759,0.34183074220429893,0.021855393171759125
353,0.06374501992031872,0.0023234612444376934,0.343756056164487,0.025861084497500277
380,0.06274900398406374,0.0014090916660337617,0.3350077732980255,0.017180029102997922
543,0.06274900398406374,0.002273478622183915,0.34078963334479345,0.028940423739641608
251,0.061752988047808766,0.00031553759724388457,0.33992687477936356,0.025903962226594666
421,0.061752988047808766,0.0009560139576563255,0.3648671617876321,0.027929096863005654
140,0.061752988047808766,0.0012147776387733864,0.33736461190414224,0.019615201087670262
389,0.061752988047808766,0.0006898264530038757,0.33770401292215446,0.018493088430895383
525,0.061752988047808766,0.0005994504146285515,0.3207623400330832,0.012466473039377651
397,0.060756972111553786,0.0016206090539553032,0.33434042713607726,0.01546361314535338
323,0.060756972111553786,0.001010961120833022,0.33975484700872627,0.01885964401228373
36,0.060756972111553786,0.00022705031684669487,0.3569141827162377,0.04063490683681697
85,0.060756972111553786,0.001765973696624536,0.3383848677869169,0.019161911600491868
24,0.060756972111553786,0.0011640216612631405,0.3289346289511235,0.020165570639453213
395,0.060756972111553786,0.0005765992488997689,0.35131113432194827,0.029298399520165684
569,0.060756972111553786,0.0008733660514531129,0.3075380566602121,0.01215735173913974
195,0.05976095617529881,0.0002679860067973255,0.3270119715972933,0.022946600713428168
552,0.05976095617529881,0.00010828195912321865,0.3360138026472688,0.03232889141559685
316,0.05976095617529881,0.00215598067732616,0.340962710862998,0.019742472403149774
264,0.05976095617529881,0.0007179594548536073,0.3308800284323524,0.011960677851786145
8,0.05976095617529881,0.0007501980829180883,0.33975484700872627,0.018658423538201734
188,0.05976095617529881,0.0002268099996090058,0.34930050868326906,0.031047587383644545
373,0.05976095617529881,0.0006939319633544112,0.3385555106854478,0.022745272963288543
478,0.05976095617529881,0.0007780109693350767,0.33975484700872627,0.02442989104959329
268,0.05876494023904382,0.0005571992009700953,0.34446155858863164,0.022128520114005668
138,0.05876494023904382,0.000506167761018862,0.3328485759490546,0.023175115167188162
208,0.05876494023904382,8.347779177374637e-05,0.35204802186116574,0.04623205974342811
161,0.05876494023904382,0.0010350344342538642,0.3464167067539954,0.030328098663566918
537,0.05876494023904382,0.0012537142815342078,0.3305541987637829,0.01004606355261462
707,0.05776892430278884,0.0007456666859383834,0.32030323363036406,0.00953887737042153
288,0.05776892430278884,0.0007728907608636524,0.3421791935215306,0.025355922741548104
53,0.05776892430278884,0.0005893712412100189,0.3478526309270689,0.0228504276908359
592,0.05776892430278884,0.0010663468101880975,0.3189337661231558,0.01032352247464643
400,0.05776892430278884,0.0005395928749887597,0.35353110989428277,0.025687034591937496
387,0.05776892430278884,0.0005563698937296375,0.2998461713663435,0.008616862698622645
429,0.05776892430278884,0.0007311413772507333,0.3297424251911803,0.016779670442259823
253,0.05776892430278884,0.000360443568414927,0.3360138026472688,0.02823907819745271
326,0.05776892430278884,0.001176089561326092,0.35710403068576757,0.03785292209491108
9,0.05776892430278884,0.0004775656349903327,0.285076678424307,0.006166702338895824
747,0.05677290836653386,0.0005516569072739202,0.33958299326719427,0.023876950663713644
308,0.05677290836653386,0.0004778292520138966,0.3607499074095879,0.03656710805126254
529,0.05677290836653386,0.0011050963981728697,0.328130780884283,0.013695000066537264
489,0.05677290836653386,0.0005231515646048719,0.34516996282223295,0.02941350100575801
123,0.05677290836653386,0.00047702572359066477,0.3457031810964177,0.026736615766955008
394,0.05677290836653386,0.00028453034425689894,0.3247970864485937,0.014392561439025928
490,0.055776892430278883,0.0002945228437273146,0.3554026350922409,0.039375921475117676
292,0.055776892430278883,0.0004904120234575202,0.3442849116355093,0.026191048165328055
738,0.055776892430278883,6.846447323415096e-05,0.3240133096955806,0.025339225780685128
437,0.055776892430278883,0.0002738811130965147,0.3187823255884345,0.019209753734756866
135,0.055776892430278883,0.00023718802853324564,0.33635048982427007,0.025216040706385782
178,0.055776892430278883,0.0006238418956981457,0.3189337661231558,0.011917833462737575
275,0.054780876494023904,0.0016181209583192321,0.33434042713607726,0.01685903860768408
197,0.054780876494023904,0.0003970909084146814,0.34930050868326906,0.022499440119827126
327,0.054780876494023904,0.0038379893450564686,0.3548391002585851,0.02609491223846951
190,0.054780876494023904,0.00024030320079754383,0.3496643633798141,0.031077115284922796
91,0.053784860557768925,0.001328449871956741,0.3402714534664182,0.021739103320803862
200,0.053784860557768925,0.0004912071735503064,0.33551003382770767,0.018188762555913063
176,0.053784860557768925,0.0006176946118510481,0.3226120027338986,0.012895763022505974
950,0.053784860557768925,0.0003795806653489477,0.36968919476279904,0.03351604401064032
311,0.053784860557768925,0.0004221256425052969,0.3212227644446139,0.018359174357831992
32,0.052788844621513946,0.00012094758871778954,0.315634968354134,0.02110294682532318
150,0.052788844621513946,0.0003649346177388418,0.3375342270936365,0.018571961472625177
229,0.05179282868525896,0.0013908013241226188,0.3414829998419344,0.024716976479531014
37,0.05179282868525896,0.00024025422986940245,0.3113894145126359,0.01269076861668857
845,0.05179282868525896,0.0004388305048716264,0.3159320365596438,0.02035729140761481
447,0.05179282868525896,0.0008347578813995535,0.31081276744872366,0.00991592660022601
198,0.05179282868525896,0.0012763841842419416,0.3300666556977596,0.016544983840976007
250,0.05179282868525896,0.0007894187617263084,0.3331789467440412,0.01593381360235672
381,0.05179282868525896,0.001263344080727349,0.32183872372446937,0.011836687831929251
336,0.05179282868525896,0.0003208423049137695,0.3390684735804258,0.02419653313497411
73,0.05179282868525896,0.0006033621933388051,0.3143050457346644,0.010415266086832244
126,0.05079681274900398,0.00021736275728692254,0.31504250478143736,0.0200799351426962
26,0.05079681274900398,0.00011886437984594752,0.3020043084522011,0.01634771056623637
581,0.05079681274900398,0.00042880102791157976,0.33992687477936356,0.01768218654269885
118,0.05079681274900398,0.0004659873476460798,0.33417400581843854,0.01737753740548792
562,0.05079681274900398,0.0004078006469205484,0.3449925887406182,0.018381276467861255
601,0.049800796812749,0.0005094802943410433,0.36626054429309496,0.035441048365237454
1,0.049800796812749,0.0,0.3529061520044625,0.03268171743854737
266,0.049800796812749,0.00044701812199197797,0.3115339107606696,0.007491728928092855
359,0.049800796812749,0.00017827442246372497,0.28544029663658294,0.005626697531109954
25,0.049800796812749,0.00023433930227302854,0.34113596427298937,0.023032089274596584
242,0.04880478087649402,0.0015785698234048867,0.3361820619375278,0.021868098689803363
418,0.04880478087649402,0.0001623400886602416,0.336687852401827,0.024173903878558906
444,0.04880478087649402,0.00013251444941674037,0.3241697622835553,0.016031534942376052
508,0.04880478087649402,0.00020899005273342076,0.3289346289511235,0.020838095773119344
196,0.04880478087649402,0.0001377969101254966,0.3321897959867605,0.017860726323406278
548,0.04880478087649402,0.00029541637717051287,0.3388973133211727,0.0252669062984844
607,0.04880478087649402,0.00017163547549589624,0.33434042713607726,0.02373577233613833
698,0.04780876494023904,2.9790032541352704e-05,0.2981152654037491,0.016194914380535236
88,0.04780876494023904,0.0016327844012371392,0.3383848677869169,0.027088852418348252
370,0.04780876494023904,0.0010369004733503653,0.28556170892779376,0.006302486406793706
